mu,sigma2,pi
4.4444345504832,0.33724225955776,0
1.39520461413892,0.85418315789844,0.103434924470509
4.24889873312109,0.283886199875922,0.00107819774791598
4.66622265395353,0.211041463720761,0
3.66542894291491,0.806483245078168,0.000589241227358578
3.48946122877086,1.24487340206428,0.00031295353040099
2.13037047847161,0.773077804805138,0.146328351934378
0.0803199507454189,2.69039024705551,0.479788395581494
0.639385349641113,1.92523516861094,0.43647542941995
5.00497022964023,0.206742722353982,0.00113015927687287
1.41046969040576,0.730958345591304,0.114844894980167
1.19790721429493,0.735456150961555,0.124469887524769
2.43480215436226,0.386652209441617,0.0425469108724842
2.02113245124883,0.49510218013906,0.0616157085908949
2.97588295227249,0.326455808253706,0
2.63499655743526,0.402615958381256,0.0106952534809212
3.16872293895734,0.226255370144504,0
2.04034220073699,0.570754935317428,0.021466271377479
4.13048163348579,0.236622366662841,0.00181572207428514
4.9694058850577,0.259141839053586,0
4.48685938317888,0.193237783880457,0.000332298484519123
5.68498436440996,0.266732213309964,0
3.79687603913177,0.327080452625908,0
5.61510651477695,0.159494658269892,0.00187316051110625
4.42950462041327,0.240834182688692,0
6.07929371634092,0.178802650133728,0
4.77878094630602,0.225328144872734,0
3.65512584239906,0.56561708962717,0
2.15780674426778,0.400696399762151,0.0511828870257487
3.33974481083986,0.314163358059791,0.0122337445703397
1.85010891095311,0.491363537456503,0.0502708402514209
2.0331955483309,0.55236917559194,0.0827960267831137
5.70651271948222,0.134135715861508,0.000388554733321069
5.9231662582124,0.180486455292307,0.000225707785710692
2.09964183013043,0.977799418695847,0.0926676886451989
5.66549566430742,0.464231947988441,0.00167728478811681
6.70206888914299,0.174603221342886,0
5.14584577947597,0.198844731964503,0
4.62655270892136,0.275155999208049,0
2.11156450694355,0.476479315975767,0.0511581186233213
5.86323225395001,0.165794182454103,0
3.33830501956608,0.545794695276885,0.0100801609343539
0.713202372320839,1.55862840410872,0.397127438509365
0.477806788812025,1.76457039982768,0.396209491847356
2.7196651842526,0.336628456009893,0.0298711240685731
2.45311287081896,0.528832148475592,0.0538318793972333
5.08876806691946,1.27575215376001,0
0.94737831564029,2.59748033137197,0.46936595677644
5.84338241725804,0.162192343471791,0.000993893424570557
2.2296184633976,0.521075084553093,0.00971559679376583
3.50189202865183,0.413580105516573,0.00902070523815851
6.50712894147223,0.416508889724911,0
1.1804346250766,0.83433765942099,0.116123041217973
4.02025419120502,0.497137500700023,9.73293292522428e-05
0.879307688662841,1.28837558794107,0.289776636904577
7.43691999613073,0.175394887442449,0
1.14229892585532,2.70472779775609,0.469336731159166
6.41771605703953,0.209488641247659,0.00200197079919278
4.20323002055787,0.269359447397818,0.0106891247924666
4.84023393473013,0.292729563075764,0.00154167828969657
4.38573283437319,0.204402082953765,0
3.63549028459628,0.235855381310445,0
5.50456281024598,0.469119990722477,9.99370734393592e-05
6.72782543909806,0.439022129936395,0.000743746169507501
8.44005887956365,0.244541969492647,0
1.86491008596633,0.553046263482941,0.105283663471589
8.15182441836728,0.277459071207756,0
2.15790717007121,0.605261777399665,0.063413125276342
4.7588527951333,0.156510979700991,0.000176085829511284
1.67518980739017,1.31261325819659,0.218052544628009
4.01692594947805,0.172123417800141,0.000613576090559362
3.54712209558908,0.194042929366936,0
2.00349616392679,0.589367271198674,0.0532999883433183
1.72481165259638,0.577217575971317,0.0612713592675328
3.58531497365359,0.318550174948704,0.00122310709029436
2.51983282554072,0.405693371154899,0.00839581411617498
7.57619037677384,0.149819971533958,0.00196186790592968
3.32046163620991,0.540100675474336,0.0114454014936338
0.81817858742343,1.14884988577945,0.175573530551692
4.85369109195796,0.190728526080941,0.0015709840401262
5.08852165284922,0.154194614756383,0
3.85425538267935,0.307670182990058,5.6625482365489e-05
4.17151832470839,0.182909873043243,0.000193054895102977
2.04709869304736,0.528288925379595,0.0400542336748789
3.1800715915251,0.252473148693055,0.0106082408694426
4.14658840648921,0.292303074715818,0
3.77640447871739,0.331163555792276,0.000452737096771596
2.74958816855528,0.269836939776982,0.0122100815265874
6.14875208954834,0.145994234050429,0.00142395507395267
5.35293801768979,0.158836850179278,0.00106241683192551
3.65609910755085,0.633881199366148,0.00117765314295888
