mu,sigma2,pi
2.83700011898409,0.487779925820413,0.00904681580001488
2.83770119681045,0.806307069553059,0
2.83818460534623,0.848853226059559,0.0450724632550083
2.83847291035132,0.76080582903376,0.113049544983973
2.83920569312782,0.175067417878434,0
2.83986011555971,0.37732396163455,0
2.84761502006304,0.146308430034991,0
2.85297427653762,0.39365043657329,0.00158999647200108
2.86411350095609,0.779400750546783,0
2.86736829632626,0.278827626828632,0.00158741678651422
2.87073867688399,0.147400604564894,0.00635300772618502
2.87078432548056,0.389362572176215,0
2.88187308652587,0.448414488393973,0
2.88611205617317,0.116653845986537,0.0011252970546484
2.89042176039633,0.210621026315319,0
2.89673115213385,0.428623935862275,0
2.89820755624313,0.455155691118109,0
2.8996666692404,0.257710854273167,0
2.89983954322952,0.299919903189494,0
2.90038094063951,0.277672889708432,0
2.90061451971241,0.167888906486909,0.00991664655189961
2.91437534231808,0.442237747222138,0
2.92557489243389,0.595471059004348,0.00414595678034239
2.934098386369,0.283353189717062,0
2.93464070802311,0.251260173336911,0.0100289337405469
2.94023518821171,0.609915889947731,0.00400687534189783
2.94247208261523,0.225153536190354,0.00903424010979943
2.945103546261,0.493487212438568,0
2.94749630579479,0.194052263857267,0.00642003331356682
2.95435009610231,0.126722168340919,0
2.95525037445016,0.103063470580836,0.00746788116311654
2.95873280715053,0.862582547826993,0
2.96477365805279,0.242410986697964,0.00173095964742824
2.9687047713549,0.526832560526641,0
2.97065089692971,0.522940309377016,0
2.98926733046226,0.282768521982204,0
2.99288232784137,0.0712795370712156,0.0107021872574463
2.99484879144221,0.412178665478644,0
2.99821934973971,0.635969638178107,0
3.00440134420323,0.549675260784133,0.00730059653171338
3.00461906051342,0.13202904242737,0.00723510081768036
3.00487022500183,0.312752974059469,0.166465343940087
3.00515803344251,0.201844594560689,0
