OTUid,superkingdom,kingdom,phylum,class,order,family,genus,species
OTU2361,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactococcus phage phiLC3
OTU2362,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactococcus phage r1t
OTU2363,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Lactococcus phage ul36
OTU2364,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Spizizenvirus,Spizizenvirus sv105
OTU2367,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Shamshuipovirus,Shamshuipovirus HK022
OTU2368,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Yautsimvirus,Yautsimvirus HK140
OTU2369,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Ravinvirus,Enterobacteria phage HK225
OTU2370,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kwaitsingvirus,Kwaitsingvirus HK446
OTU2373,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Saikungvirus,Saikungvirus HK633
OTU2374,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Byrnievirus,Byrnievirus HK97
OTU2377,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lambdavirus,
OTU2378,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Nochtlivirus,Nochtlivirus mEp235
OTU2379,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Ravinvirus,Enterobacteria phage mEp237
OTU2380,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Enterobacteria phage mEp460
OTU2381,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cuauhtlivirus,Cuauhtlivirus mEpX1
OTU2383,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Aguilavirus,Aguilavirus mEp213
OTU2384,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Wanchaivirus,Wanchaivirus mEp234
OTU2385,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Enterobacterial phage mEp390
OTU2386,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Escherichia phage HK639
OTU2387,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Saikungvirus,Saikungvirus HK75
OTU2388,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Pseudomonas phage MP42
OTU2390,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptomyces phage VWB
OTU2391,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lambdavirus,
OTU2397,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Unaquatrovirus,Unaquatrovirus LN25
OTU2398,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Unaquatrovirus,Unaquatrovirus LN34
OTU2400,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Unaquatrovirus,Leuconostoc phage phiLNTR2
OTU2401,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Unaquatrovirus,Leuconostoc virus LNTR3
OTU2402,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Listonella phage phiHSIC
OTU2403,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Minunavirus,Minunavirus Min1
OTU2404,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2405,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage 20ES
OTU2406,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Trigintaduovirus,Trigintaduovirus 32HC
OTU2408,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Santafevirus,Santafevirus sf40AC
OTU2410,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Mycobacterium phage Adler
OTU2414,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage Alsfro
OTU2415,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Liefievirus,Mycobacterium virus Halo
OTU2416,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage AnnaL29
OTU2417,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Gladiatorvirus,Mycobacterium phage Artemis2UCLA
OTU2418,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2422,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pipefishvirus,Pipefishvirus bernardo
OTU2423,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Gladiatorvirus,Gladiatorvirus hammer
OTU2424,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium phage Bobi
OTU2425,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Charlievirus,Charlievirus butters
OTU2427,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage CRB1
OTU2431,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Gladiatorvirus,Gladiatorvirus CloudWang3
OTU2433,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Vilmaviridae,Faithunavirus,Mycobacterium phage Crossroads
OTU2435,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Hnatkovirus,Hnatkovirus DS6A
OTU2438,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Mycobacterium phage Dori
OTU2443,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Backyardiganvirus,Backyardiganvirus bellusterra
OTU2444,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Eagleeyevirus,Eagleeyevirus eagleeye
OTU2445,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Turbidovirus,Mycobacterium phage Echild
OTU2446,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage First
OTU2448,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage Fredward
OTU2449,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Gilesvirus,Gilesvirus giles
OTU2452,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Timshelvirus,Timshelvirus HINdeR
OTU2453,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Cheoctovirus hamulus
OTU2461,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium phage Job42
OTU2464,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jolieduovirus,Jolieduovirus jolie2
OTU2468,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Liefievirus,Mycobacterium phage Leo
OTU2472,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Marvinvirus,Marvinvirus mosmoris
OTU2475,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Backyardiganvirus,Backyardiganvirus peaches
OTU2483,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Vilmaviridae,Bongovirus,Bongovirus bongo
OTU2485,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Veracruzvirus,Veracruzvirus phantastic
OTU2487,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pipefishvirus,Mycobacterium phage Phlyer
OTU2491,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage RhynO
OTU2493,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Cheoctovirus saal
OTU2496,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fromanvirus,Mycobacterium phage Severus
OTU2497,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Cheoctovirus sisi
OTU2500,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Cheoctovirus,Mycobacterium phage Velveteen
OTU2503,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Omegavirus,Mycobacterium phage Wanda
OTU2506,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Backyardiganvirus,Mycobacterium phage Wile
OTU2507,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Gladiatorvirus,Gladiatorvirus zaka
OTU2510,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Ravinvirus,Ravinvirus N15
OTU2516,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Plotvirus,Mycobacterium virus PBI1
OTU2517,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Demerecviridae,Myunavirus,Myunavirus My1
OTU2520,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pipefishvirus,Pipefishvirus gadjet
OTU2522,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pipefishvirus,Pipefishvirus pipefish
OTU2530,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Poindextervirus,Poindextervirus rogue
OTU2533,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Stanholtvirus,Stanholtvirus sv6442
OTU2534,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Stanholtvirus,Stanholtvirus E125
OTU2535,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv187
OTU2536,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv29
OTU2537,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv37
OTU2538,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv52a
OTU2539,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Dubowvirus dv53
OTU2540,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv55
OTU2541,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Dubowvirus dv69
OTU2542,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv71
OTU2543,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Dubowvirus dv85
OTU2544,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv88
OTU2545,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv92
OTU2546,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus pv96
OTU2547,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Rockefellervirus,Rockefellervirus CNPH82
OTU2548,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus EW
OTU2549,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Rockefellervirus,Rockefellervirus IPLA5
OTU2550,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Rockefellervirus,Rockefellervirus IPLA7
OTU2552,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Rockefellervirus,Rockefellervirus PH15
OTU2553,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Dubowvirus SAP26
OTU2554,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus X2
OTU2555,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus ETA
OTU2556,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Dubowvirus ETA2
OTU2557,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus ETA3
OTU2558,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Phietavirus MR11
OTU2559,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Dubowvirus MR25
OTU2562,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phifelvirus,Phifelvirus FL3
OTU2566,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2567,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2568,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P11
OTU2569,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P100D
OTU2570,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2571,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2572,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P101A
OTU2573,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P104A
OTU2574,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P105
OTU2575,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P144
OTU2576,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus P91
OTU2577,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PA6
OTU2578,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PAD20
OTU2579,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PAS50
OTU2580,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL151N00
OTU2581,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL060L00
OTU2582,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL067M01
OTU2583,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL071N05
OTU2584,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL037M02
OTU2585,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL111M01
OTU2586,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL112N00
OTU2587,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL113M01
OTU2588,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pahexavirus,Pahexavirus PHL114L00
OTU2589,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Septimatrevirus,Septimatrevirus sv73
OTU2590,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Beetrevirus,Beetrevirus B3
OTU2591,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Pseudomonas phage F10
OTU2592,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Pseudomonas phage JBD24
OTU2593,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Pseudomonas phage JBD30
OTU2594,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Pseudomonas phage JBD5
OTU2595,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Casadabanvirus MP22
OTU2596,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Casadabanvirus,Pseudomonas phage JD024
OTU2597,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Pseudomonas virus MP1412
OTU2598,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Detrevirus,Pseudomonas phage PAJU2
OTU2599,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Pseudomonas phage phi297
OTU2600,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Pseudomonas phage phiPSA1
OTU2601,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2602,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2603,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Psychrobacter phage Psymv2
OTU2605,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2607,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Rhodococcus phage REQ1
OTU2609,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pepyhexavirus,Pepyhexavirus pepy6
OTU2610,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Rhodococcus phage ReqiPine5
OTU2611,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Pepyhexavirus,Pepyhexavirus poco6
OTU2615,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2616,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus L13
OTU2617,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus SETP13
OTU2618,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Jerseyvirus,Jerseyvirus SETP7
OTU2619,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Salmonella phage SPN3UB
OTU2620,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Salmonella phage SSU5
OTU2622,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2623,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2624,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2626,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Saphexavirus,Saphexavirus SPQS1
OTU2628,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brussowvirus,Brussowvirus bv2972
OTU2629,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brussowvirus,Brussowvirus bv858
OTU2630,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brussowvirus,
OTU2631,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brussowvirus,Brussowvirus bvO1205
OTU2632,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Brussowvirus,Brussowvirus Sfi11
OTU2633,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Moineauvirus,Moineauvirus mv7201
OTU2634,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Moineauvirus,Moineauvirus Abc2
OTU2635,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Moineauvirus,Moineauvirus DT1
OTU2636,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Moineauvirus,Moineauvirus Sfi19
OTU2637,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Moineauvirus,Moineauvirus Sfi21
OTU2639,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus sv712
OTU2640,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus P008
OTU2641,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus sk1
OTU2642,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus bibb29
OTU2643,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Skunavirus bIL170
OTU2644,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Skunavirus,Lactococcus virus jj50
OTU2645,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Spbetavirus,Spbetavirus SPbeta
OTU2646,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Fibralongavirus,Fibralongavirus fv2638A
OTU2647,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Sextaecvirus,Sextaecvirus sextaec
OTU2648,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Phietavirus,Staphylococcus phage DW2
OTU2651,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Staphylococcus phage SA12
OTU2653,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Triavirus,Triavirus SAP11
OTU2655,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,Staphylococcus phage StB12
OTU2656,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Staphylococcus phage StB20
OTU2657,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Staphylococcus phage StB27
OTU2658,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2660,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2661,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2662,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2663,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Dubowvirus,Staphylococcus phage TEM123
OTU2666,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Triavirus,Triavirus JS02
OTU2667,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Staphylococcus phage phiN315
OTU2669,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Biseptimavirus,Biseptimavirus NM3
OTU2670,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Staphylococcus phage phiRS7
OTU2671,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Biseptimavirus,Biseptimavirus P1105
OTU2673,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2674,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Peeveelvirus,Peeveelvirus PV83
OTU2675,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Stenotrophomonas phage S1
OTU2676,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage 5093
OTU2677,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2678,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage MM1
OTU2680,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage PH10
OTU2681,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage PH15
OTU2682,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage SM1
OTU2683,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage SMP
OTU2684,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2685,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2686,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2688,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Streptococcus phage phiNJ2
OTU2690,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Arequatrovirus,Arequatrovirus R4
OTU2692,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Likavirus,Likavirus sujidade
OTU2693,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Likavirus,Likavirus zemlya
OTU2698,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Demerecviridae,Epseptimavirus,Epseptimavirus EPS7
OTU2700,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Demerecviridae,Tequintavirus,Tequintavirus SPC35
OTU2701,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Demerecviridae,Tequintavirus,
OTU2704,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Kratiovirus,Kratiovirus larva
OTU2706,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,Lwoffvirus,Lwoffvirus BMBtp2
OTU2713,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Drexlerviridae,Rtpvirus,Rtpvirus Rtp
OTU2715,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Drexlerviridae,Webervirus,Webervirus KP36
OTU2717,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,,,
OTU2721,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Demerecviridae,Haartmanvirus,Haartmanvirus R201
OTU2722,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Keylargovirus,Keylargovirus JL001
OTU2723,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Pseudomonas virus Yua
OTU2724,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Mesyanzhinovviridae,Yuavirus,Pseudomonas virus M6
OTU2725,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Herelleviridae,Silviavirus,Silviavirus SA11
OTU2730,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,Banana streak OL virus
OTU2740,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Solendovirus,Tobacco vein clearing virus
OTU2750,Viruses,,,,,,,Diplodia scrobiculata RNA virus 1
OTU2753,Viruses,,,,,,,
OTU2754,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Podoviridae,,Enterococcus phage EF62phi
OTU2759,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Begomovirus,Rhynchosia mild mosaic virus
OTU2761,Viruses,Shotokuvirae,Cressdnaviricota,Repensiviricetes,Geplafuvirales,Geminiviridae,Begomovirus,Watermelon chlorotic stunt virus
OTU2763,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,,Siphoviridae,,Geobacillus virus E2
OTU2764,Viruses,,,,,,,
OTU2768,Viruses,,,,,,,
OTU2769,Viruses,,,,,,,
OTU2773,Viruses,Pararnavirae,Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Orthohepadnavirus,Woodchuck hepatitis virus
OTU2776,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyprinivirus,Anguillid herpesvirus 1
OTU2779,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Ictalurivirus,Ictalurid herpesvirus 1
OTU2782,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Panine betaherpesvirus 2
OTU2783,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human betaherpesvirus 5
OTU2785,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human gammaherpesvirus 4
OTU2786,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Macacine gammaherpesvirus 4
OTU2789,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Mardivirus,Gallid alphaherpesvirus 2
OTU2790,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Mardivirus,Gallid alphaherpesvirus 3
